data_hora,AnoCol,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q1_num,q1_ord,q1_sentimento,q2_cat,q3_num,q3_ord,q3_nivel,q4_texto,q5_texto,q6_num,q6_ord,q7_cat,q8_ord,q9_cat,q10_num,q10_ord,q11_cat,q12_cat,q13_num,q13_ord,q14_num,q14_ord,q15_num,q15_ord,q16_num,q16_ord,q17_num,q17_ord,q18_num,q18_ord,q19_texto,q20_texto
2025-09-04T14:36:09Z,2025,3,Acolhimento e integração dos jovens,3,E fazer o jovem entender,são,5,Não,Contribui significativamente,Apresentação formal à equipe,1,Whatsapp,Mensalmente,5,5,3,1,5,5,Deixar claro para PPE que serão aproveitados na area de sua formação e não onde se sinta confortável.,"Deixar claro para eles que serão dispensados com um ano de contrato,não deixando margem a esperanças de permanência. fazendo com que o PPE projete sua  viada para 2 anos e quando é dispensado com um ano fica ,com a mão na cabeça pedindo pra ser prorrogado o contrato e o ponto focal não pode fazer nada.",3,3,Neutro (3),Outras atribuições,3,3,Desafio moderado (3),E fazer o jovem entender,são,5,5,Não (Não possui),Contribui significativamente,Apresentação formal à equipe,1,1,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,5,5,5,5,3,3,1,1,5,5,5,5,Deixar claro para PPE que serão aproveitados na area de sua formação e não onde se sinta confortável.,"Deixar claro para eles que serão dispensados com um ano de contrato,não deixando margem a esperanças de permanência. fazendo com que o PPE projete sua viada para 2 anos e quando é dispensado com um ano fica ,com a mão na cabeça pedindo pra ser prorrogado o contrato e o ponto focal não pode fazer nada."
2025-09-04T15:14:39Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,5,"Garantir que o aprendizado técnico venha acompanhado do desenvolvimento comportamental( postura ética, trabalho em equipe, responsabilidade) / Mediar dificuldades relacionadas á hierarquia e ao convívio interpessoal / Conciliar interesses da empresa( resultados e postura profissional com os do PE( desenvolvimento, primeiras experiências)","O ponto focal aprimora habilidades de liderança, comunicação e organização/ Vivenciar de perto a evolução do jovem( técnica e comportamental) gera satisfação profissional / A função do ponto focal é estratégica e reforça o papel do profissional como referência dentro da instituição.",5,Sim,É fundamental,Apresentação formal à equipe,3,E-mail,Diariamente,5,5,1,4,5,5,"Promover escuta qualificada, permitindo que o PPE exponha suas expectativas e inseguranças/ Promover rodas de conversas entre os PPE, gestores e formadores, visando alinhar expectativas / Utilizar ferramentas de comunicação adequadas( reuniões breves, e-mails formais, aplicativos institucionais).",Não identifico inconformidades,5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,5,5,Alto desafio (4-5),"Garantir que o aprendizado técnico venha acompanhado do desenvolvimento comportamental( postura ética, trabalho em equipe, responsabilidade) / Mediar dificuldades relacionadas á hierarquia e ao convívio interpessoal / Conciliar interesses da empresa( resultados e postura profissional com os do PE( desenvolvimento, primeiras experiências)","O ponto focal aprimora habilidades de liderança, comunicação e organização/ Vivenciar de perto a evolução do jovem( técnica e comportamental) gera satisfação profissional / A função do ponto focal é estratégica e reforça o papel do profissional como referência dentro da instituição.",5,5,Sim (Possui protocolos),É fundamental,Apresentação formal à equipe,3,3,E-mail exclusivo,Diariamente,5,5,5,5,1,1,4,4,5,5,5,5,"Promover escuta qualificada, permitindo que o PPE exponha suas expectativas e inseguranças/ Promover rodas de conversas entre os PPE, gestores e formadores, visando alinhar expectativas / Utilizar ferramentas de comunicação adequadas( reuniões breves, e-mails formais, aplicativos institucionais).",Não identifico inconformidades
2025-09-04T15:14:48Z,2025,5,Orientação e supervisão direta das atividades dos jovens,5,"Adaptação na realização das atividades propostas, amadurecimento profissional e trabalho com a equipe multiprofissional","Inovações no processo de trabalho, criatividade e disponibilidade para o amprendizado",5,Não,É fundamental,Participação em eventos de integração,5,Whatsapp,Semanalmente,2,5,4,4,5,4,"Prática de escuta ativa, empatia/feedback e articulação com outras unidades institucionais",Alocar os jovens próximos a sua residência,5,5,Positivo (4-5),Orientação e supervisão direta,5,5,Alto desafio (4-5),"Adaptação na realização das atividades propostas, amadurecimento profissional e trabalho com a equipe multiprofissional","Inovações no processo de trabalho, criatividade e disponibilidade para o amprendizado",5,5,Não (Não possui),É fundamental,Múltiplas formas / Outras práticas,5,5,WhatsApp exclusivo,Semanalmente,2,2,5,5,4,4,4,4,5,5,4,4,"Prática de escuta ativa, empatia/feedback e articulação com outras unidades institucionais",Alocar os jovens próximos a sua residência
2025-09-04T15:43:57Z,2025,5,Orientação e supervisão direta das atividades dos jovens,5,ATE O MOMENTO NAO TENHO,"SOU PACIENTE , TENHO PRAZER EM ORIENTAR,",5,Sim,É fundamental,TODAS AS REPOSTAS ACIMA,5,RH DA INSTITUIÇÃO,Diariamente,2,5,2,5,5,5,PALESTRAS,NAO,5,5,Positivo (4-5),Orientação e supervisão direta,5,5,Alto desafio (4-5),ATE O MOMENTO NAO TENHO,"SOU PACIENTE , TENHO PRAZER EM ORIENTAR,",5,5,Sim (Possui protocolos),É fundamental,Múltiplas formas / Outras práticas,5,5,Outros canais,Diariamente,2,2,5,5,2,2,5,5,5,5,5,5,PALESTRAS,NAO
2025-09-04T16:56:43Z,2025,5,Acolhimento e integração dos jovens,3,"Principalmente em se tratando deste grupo vigente, considero o uso do fardamento, crachá e o cumprimento dos prazos estabelecidos pela FESF referente a frequência e avaliações em geral.","Fazer parte do projeto, acompanhando e contribuir para o processo de amadurecimento e desenvolvimento profissional dos TE´s",4,Sim,É fundamental,todas as resposta acima,4,"E-mail, Whatsapp, telefone, reuniões presenciais.","As atividades laborais, funcionaisPor essa perspectiva, eles são acompanhados pelo representante do setor(chefia imediata).",3,4,4,4,3,3,Condição para o gestor da unidade avaliar o perfil do TE no acolhimento ou período de experiência antes de sua contratação,"O Projeto é muito bem elaborado e executado. Porém como todo projeto, sempre está sujeito a ajustes ou alterações",5,5,Positivo (4-5),Outras atribuições,3,3,Desafio moderado (3),"Principalmente em se tratando deste grupo vigente, considero o uso do fardamento, crachá e o cumprimento dos prazos estabelecidos pela FESF referente a frequência e avaliações em geral.","Fazer parte do projeto, acompanhando e contribuir para o processo de amadurecimento e desenvolvimento profissional dos TE´s",4,4,Sim (Possui protocolos),É fundamental,Múltiplas formas / Outras práticas,4,4,WhatsApp e E-mail integrados,Raramente / Eventual,3,3,4,4,4,4,4,4,3,3,3,3,Condição para o gestor da unidade avaliar o perfil do TE no acolhimento ou período de experiência antes de sua contratação,"O Projeto é muito bem elaborado e executado. Porém como todo projeto, sempre está sujeito a ajustes ou alterações"
2025-09-04T21:03:58Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,3,"1. Poder ajudar em tudo que necessitam;
2. Ser austero quando necessário;
3. Tempo disponível para dedicar ao Projeto, sempre curto, em função das muitas atribuições","1. Equilíbrio na condução dos processos de trabalho;
2. Respeito, amizade e profissionalismo com reciprocidade exigido nas relações de trabalho e interpessoais;
3. habilidade para negociar o que é possível, sem desrespeitar os direitos dos outros;",4,Sim,É fundamental,"Acesso a materiais institucionais (manuais, guias, outros)",4,Whatsapp,Mensalmente,3,4,4,4,4,4,"Mais frequência de visitas da supervisão à unidade
 no que concerne ao acompanhamento e comunicação","Nem todos são proativos e demonstram interesse em participar mais efetivamente. Talvez a seleção deva ser mais rigorosa, haja vista que já tivemos problema com TE, a ponto de desistir e ser desligada(o) antes do término do contrato.",5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,3,3,Desafio moderado (3),"1. Poder ajudar em tudo que necessitam; 2. Ser austero quando necessário; 3. Tempo disponível para dedicar ao Projeto, sempre curto, em função das muitas atribuições","1. Equilíbrio na condução dos processos de trabalho; 2. Respeito, amizade e profissionalismo com reciprocidade exigido nas relações de trabalho e interpessoais; 3. habilidade para negociar o que é possível, sem desrespeitar os direitos dos outros;",4,4,Sim (Possui protocolos),É fundamental,Múltiplas formas / Outras práticas,4,4,WhatsApp exclusivo,Quinzenalmente ou Mensalmente,3,3,4,4,4,4,4,4,4,4,4,4,Mais frequência de visitas da supervisão à unidade no que concerne ao acompanhamento e comunicação,"Nem todos são proativos e demonstram interesse em participar mais efetivamente. Talvez a seleção deva ser mais rigorosa, haja vista que já tivemos problema com TE, a ponto de desistir e ser desligada(o) antes do término do contrato."
2025-09-05T08:18:26Z,2025,5,Orientação e supervisão direta das atividades dos jovens,1,"a necessidade de garantir o alinhamento, tempo e a comunicação eficaz","Função de porta-voz, acesso à informação e a Consistência.",5,Sim,É fundamental,Participação em eventos de integração,1,Pouco contato,Diariamente,1,5,3,3,5,5,sem sugestoes,nao,5,5,Positivo (4-5),Orientação e supervisão direta,1,1,Baixo desafio (1-2),"a necessidade de garantir o alinhamento, tempo e a comunicação eficaz","Função de porta-voz, acesso à informação e a Consistência.",5,5,Sim (Possui protocolos),É fundamental,Múltiplas formas / Outras práticas,1,1,Outros canais,Diariamente,1,1,5,5,3,3,3,3,5,5,5,5,sem sugestoes,nao
2025-09-05T09:46:55Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,4,"Gerenciamento de expectativas e comunicação, Equilíbrio de prioridades e Resolução de conflitos","Liderança participativa, proatividade e solucionar problemas",5,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,4,E-mail,Mensalmente,5,5,4,5,5,5,Manter o que está sendo feito com excelência,Aumentar o quadro de PE na unidade.,5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,4,4,Alto desafio (4-5),"Gerenciamento de expectativas e comunicação, Equilíbrio de prioridades e Resolução de conflitos","Liderança participativa, proatividade e solucionar problemas",5,5,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,4,4,E-mail exclusivo,Quinzenalmente ou Mensalmente,5,5,5,5,4,4,5,5,5,5,5,5,Manter o que está sendo feito com excelência,Aumentar o quadro de PE na unidade.
2025-09-05T10:32:26Z,2025,5,Orientação e supervisão direta das atividades dos jovens,3,"Equilibrar prioridades e gerenciar expectativas, mantendo a comunicação clara e consistente, são desafios  importantes para mim, pois me permitem aprender e evoluir constantemente, seja na resolução de problemas, no aprimoramento da comunicação.","Não centralização das Informações, me ajudam a oportunizar o  Aprendizado Contínuo e facilitando  a Colaboração entre a equpe",5,Sim,É fundamental,Acompanhamento por um profissional/colega ou servidor mais experiente,3,E-mail,Diariamente,3,5,2,4,5,5,"Com base em na minha experiência, um dos principais desafios para aprimorar o PPE é manter uma comunicação clara e consistente. Para isso, sugiro a criação de canais de feedback bidirecional, a utilização de uma linguagem simples e a manutenção de protocolos claros de acolhimento. Essas ações são essenciais para fortalecer a articulação entre as equipes e garantir um acompanhamento mais eficaz, tornando o programa mais robusto e centrado nas pessoas",Não,5,5,Positivo (4-5),Orientação e supervisão direta,3,3,Desafio moderado (3),"Equilibrar prioridades e gerenciar expectativas, mantendo a comunicação clara e consistente, são desafios importantes para mim, pois me permitem aprender e evoluir constantemente, seja na resolução de problemas, no aprimoramento da comunicação.","Não centralização das Informações, me ajudam a oportunizar o Aprendizado Contínuo e facilitando a Colaboração entre a equpe",5,5,Sim (Possui protocolos),É fundamental,Acompanhamento por servidor mais experiente,3,3,E-mail exclusivo,Diariamente,3,3,5,5,2,2,4,4,5,5,5,5,"Com base em na minha experiência, um dos principais desafios para aprimorar o PPE é manter uma comunicação clara e consistente. Para isso, sugiro a criação de canais de feedback bidirecional, a utilização de uma linguagem simples e a manutenção de protocolos claros de acolhimento. Essas ações são essenciais para fortalecer a articulação entre as equipes e garantir um acompanhamento mais eficaz, tornando o programa mais robusto e centrado nas pessoas",Não
2025-09-05T11:33:46Z,2025,5,Orientação e supervisão direta das atividades dos jovens,4,"Falta de experiência, pro atividade, flexibilidade da escala","Fácil aprendizagem, bom relacionamento,",4,Talvez,Contribui significativamente,Acompanhamento por um profissional/colega ou servidor mais experiente,3,Não tenho contato com a entidade parceira,Diariamente,4,2,5,2,4,5,Não tenho sugestão a dar,Não,5,5,Positivo (4-5),Orientação e supervisão direta,4,4,Alto desafio (4-5),"Falta de experiência, pro atividade, flexibilidade da escala","Fácil aprendizagem, bom relacionamento,",4,4,Não tenho certeza / Talvez,Contribui significativamente,Acompanhamento por servidor mais experiente,3,3,Outros canais,Diariamente,4,4,2,2,5,5,2,2,4,4,5,5,Não tenho sugestão a dar,Não
2025-09-05T21:46:32Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,2,"Nao participar da selecao/escolha dos colaboradores, afastamentos frequentes para eventos promovidos pela fesf,",Facilidade de acesso aos responsáveis,5,Não,É fundamental,Apresentação formal à equipe,4,E-mail,Diariamente,1,5,4,4,3,4,O acolhimento juntamente com um preposto fesf,A participação do local de atuação/trabalho na selecao/escolha do jovem,5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,2,2,Baixo desafio (1-2),"Nao participar da selecao/escolha dos colaboradores, afastamentos frequentes para eventos promovidos pela fesf,",Facilidade de acesso aos responsáveis,5,5,Não (Não possui),É fundamental,Apresentação formal à equipe,4,4,E-mail exclusivo,Diariamente,1,1,5,5,4,4,4,4,3,3,4,4,O acolhimento juntamente com um preposto fesf,A participação do local de atuação/trabalho na selecao/escolha do jovem
2025-09-08T10:09:28Z,2025,5,Acolhimento e integração dos jovens,3,"cumprir multiplas demandas, lidar com as mudanças e comunicação clara.",agilidade na resolução de problemas e foco nas necessidades,5,Sim,É fundamental,Apresentação formal à equipe,5,E-mail,Diariamente,3,5,1,5,5,5,sem mais.,Aumentar o período do contrato e prorrogação do educando na unidade.,5,5,Positivo (4-5),Outras atribuições,3,3,Desafio moderado (3),"cumprir multiplas demandas, lidar com as mudanças e comunicação clara.",agilidade na resolução de problemas e foco nas necessidades,5,5,Sim (Possui protocolos),É fundamental,Apresentação formal à equipe,5,5,E-mail exclusivo,Diariamente,3,3,5,5,1,1,5,5,5,5,5,5,sem mais.,Aumentar o período do contrato e prorrogação do educando na unidade.
2025-09-08T15:33:03Z,2025,5,Acompanhamento do desempenho e frequência dos jovens,4,"Eu estou gerente do Setor Pessoal/RH do HELR, e diante ao grande fluxo de demandas das minhas atividades de rotina, vejo como desafio: acompanhamento mais próximo da evolução dos trabalhadores nos setores e conscientizar os trabalhadores sobre os cumprimentos de prazos e normas.",Acolher os trabalhadores quando chegam na unidade; Fazer a interlocução entre a unidade e o ponto focal da SESAB e FESF;  e ser a referência do PPE para eles na unidade.,4,Sim,É fundamental,O trabalhador PPE quando chega na unidade é acolhido no RH e passa por uma apresentação do histórico da unidade e os aspectos em Saúde Mental e fazemos ainda uma visita técnica nos setores da unidade.,4,na unidade temos uma sala da FESF  e a supervisora quase sempre está aqui,"Não tenho uma frequência estabelecida, contudo sempre converso com as chefia imediatas sobre o desempenho dos trabalhadores e busco sempre estar proxima a eles e conversar sobre o desenvolvimento do trabalho",3,3,5,2,3,4,"O PPE é muito bom, toda a estrutura e profissionais os quais tenho contato atendem bem as expectativas. Acredito que sobre o acompanhamento, poderia ser mais intensivo junto aos trabalhadores no sentido de estimular a melhoria do perfil profissional e comportamento institucional.",não identifico,5,5,Positivo (4-5),Acompanhamento de desempenho e frequência,4,4,Alto desafio (4-5),"Eu estou gerente do Setor Pessoal/RH do HELR, e diante ao grande fluxo de demandas das minhas atividades de rotina, vejo como desafio: acompanhamento mais próximo da evolução dos trabalhadores nos setores e conscientizar os trabalhadores sobre os cumprimentos de prazos e normas.",Acolher os trabalhadores quando chegam na unidade; Fazer a interlocução entre a unidade e o ponto focal da SESAB e FESF; e ser a referência do PPE para eles na unidade.,4,4,Sim (Possui protocolos),É fundamental,Múltiplas formas / Outras práticas,4,4,Outros canais,Raramente / Eventual,3,3,3,3,5,5,2,2,3,3,4,4,"O PPE é muito bom, toda a estrutura e profissionais os quais tenho contato atendem bem as expectativas. Acredito que sobre o acompanhamento, poderia ser mais intensivo junto aos trabalhadores no sentido de estimular a melhoria do perfil profissional e comportamento institucional.",não identifico
2025-09-09T10:57:47Z,2025,5,Orientação e supervisão direta das atividades dos jovens,4,Acolher a diversidade de personalidades dos jovens. Estimular comprometimento. Incentivar boas relações interpessoais,Contribuir com o fortalecimento do aprendizado. Interagir com os jovens e suas expectativas. Colaborar com a formação de bons profissionais para o mercado de trabalho,4,Sim,Contribui significativamente,Participação em eventos de integração,4,Whatsapp,Diariamente,1,4,4,4,4,4,sem sugestão,não,5,5,Positivo (4-5),Orientação e supervisão direta,4,4,Alto desafio (4-5),Acolher a diversidade de personalidades dos jovens. Estimular comprometimento. Incentivar boas relações interpessoais,Contribuir com o fortalecimento do aprendizado. Interagir com os jovens e suas expectativas. Colaborar com a formação de bons profissionais para o mercado de trabalho,4,4,Sim (Possui protocolos),Contribui significativamente,Múltiplas formas / Outras práticas,4,4,WhatsApp exclusivo,Diariamente,1,1,4,4,4,4,4,4,4,4,4,4,sem sugestão,não
